ctrgcn_jm_3d,ctrgcn_b_3d,ctrgcn_j_3d,ctrgcn_j_3d_resample,ctrgcn_j_3d_resample_rotate,ctrgcn_b_2d,ctrgcn_j_2d,ctrgcn_bm_2d,ctrgcn_jm_2d,tdgcn_j_2d,blockgcn_j_3d,blockgcn_jm_3d,blockgcn_b_3d,blockgcn_bm_3d,ctrgcn_b_3d_resample_rotate,degcn_J_3d,degcn_B_3d,degcn_BM_3d,tegcn_V1_J_3d,tegcn_V1_B_3d,former_bm_r_w_2d,former_bm_2d,former_j_2d,former_j_3d,former_b_3d,former_j_3d_resample_rotate,former_jm_2d,former_b_3d_resample_rotate,skateformer_b_3d,skateformer_j_3d,true
28,1,1,1,1,10,10,127,61,10,1,1,1,42,1,1,1,9,1,50,127,141,1,25,1,1,127,1,1,1,1
68,3,3,3,3,3,3,62,64,3,9,3,32,27,3,3,3,3,3,49,3,20,3,23,23,3,3,3,3,3,3
49,52,52,4,4,4,52,4,49,4,4,121,52,52,4,4,4,52,52,4,4,52,4,4,4,4,4,4,52,4,4
17,35,5,154,35,52,17,35,5,141,17,51,17,5,35,5,5,35,5,53,125,46,141,35,35,154,125,5,35,35,5
141,46,46,46,32,46,61,61,17,141,126,141,32,141,54,51,6,22,141,54,61,46,61,141,141,46,61,6,46,46,6
7,7,7,7,7,7,7,7,7,7,7,7,7,141,7,7,7,7,7,55,7,7,61,7,7,7,7,7,7,7,7
28,8,150,8,8,8,8,8,100,25,25,28,25,8,25,8,25,8,8,56,48,45,8,8,48,8,48,8,28,28,8
52,53,53,9,9,22,22,61,20,61,9,53,9,51,52,52,52,127,53,57,22,12,61,9,9,9,22,9,9,9,9
53,9,10,9,25,141,46,46,141,141,10,32,10,127,25,127,10,53,141,58,141,141,141,25,32,10,141,9,25,25,10
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,59,11,11,11,11,11,11,11,11,11,11,11
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,60,12,12,12,12,12,12,12,12,12,12,12
0,0,0,0,0,0,64,0,24,0,0,0,0,41,0,0,0,0,64,61,24,24,0,64,0,0,24,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,44,1,1,1,1,44,62,1,1,1,1,1,1,1,44,1,1,1
2,2,2,2,2,2,2,2,37,2,37,2,2,43,37,37,2,2,2,65,2,37,2,37,2,2,2,2,2,2,2
4,4,3,3,51,52,3,122,151,4,3,3,3,3,3,3,3,4,4,64,151,151,4,4,52,4,151,69,4,4,3
4,4,4,4,4,4,52,4,4,4,4,4,4,52,4,4,4,4,4,65,52,4,4,4,4,4,52,4,4,4,4
17,17,5,17,17,52,52,52,52,35,17,17,17,5,17,17,17,5,17,66,52,42,17,17,5,5,52,17,17,17,5
46,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,37,6,6,6,6,6,6,6,6,6,6,6
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,70,7,7,7,7,7,7,7,7,7,7,7
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,69,8,8,8,8,8,8,8,8,8,8,8
9,9,9,9,9,9,9,9,2,9,9,9,9,9,10,9,9,9,25,70,9,0,9,9,9,9,9,9,10,10,9
10,10,10,10,10,10,25,10,10,10,25,10,10,8,25,10,10,10,25,65,10,72,10,48,25,10,10,25,25,25,10
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,72,11,11,11,11,11,11,11,11,11,11,11
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,73,12,12,12,12,12,12,12,12,12,12,12
13,13,13,13,13,13,13,13,18,13,13,13,13,13,13,13,13,13,13,99,18,13,13,13,13,13,18,13,13,13,13
14,14,14,14,14,21,21,21,14,21,14,14,14,14,14,14,14,14,14,32,21,21,21,14,14,14,21,14,14,14,14
15,15,15,15,15,15,15,15,15,15,144,15,11,144,15,15,15,15,15,101,15,144,13,15,15,11,15,11,15,15,15
16,16,16,16,16,16,16,16,16,0,16,16,16,16,16,16,16,16,16,102,65,35,16,16,16,16,65,16,16,16,16
17,149,5,149,21,5,17,42,5,139,17,17,17,42,149,149,17,17,17,103,21,139,17,17,17,149,21,17,17,17,17
18,18,18,18,18,18,33,18,18,18,18,18,18,18,33,18,18,18,18,104,18,55,18,33,33,33,18,18,33,33,18
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,120,19,19,19,19,19,19,19,19,19,19,19
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,106,20,20,20,20,20,20,20,20,20,20,20
21,21,21,21,21,14,35,21,21,1,21,21,21,21,21,21,21,21,21,107,21,46,6,21,21,44,21,21,21,21,21
22,22,22,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,108,22,23,22,22,22,22,22,22,22,22,22
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,109,23,23,23,23,23,23,23,23,23,23,23
34,125,34,125,24,34,45,27,45,45,45,34,125,45,34,24,24,34,125,110,1,127,34,24,125,34,1,34,125,24,24
25,25,45,25,25,45,25,45,45,25,25,25,45,45,45,25,25,25,25,111,1,9,25,25,25,45,1,45,45,25,25
26,26,26,26,26,26,26,117,26,26,26,117,26,117,26,26,26,116,26,112,26,117,26,26,26,26,26,26,26,26,26
27,27,27,27,27,27,27,27,27,27,27,27,27,39,27,27,27,27,27,113,27,36,27,27,27,27,27,27,27,27,27
28,28,28,28,28,28,28,28,109,28,48,28,28,103,28,28,28,103,28,114,28,109,28,28,28,28,28,28,28,28,28
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,115,29,29,29,29,29,29,29,29,29,29,29
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,115,30,30,30,30,30,30,30,30,30,30,30
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,117,31,31,31,31,31,31,31,31,31,31,31
32,32,32,32,32,125,32,32,27,32,32,32,32,32,32,32,32,32,32,118,32,57,32,32,32,32,32,32,32,32,32
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,119,33,33,33,33,33,33,33,33,33,33,33
34,34,34,34,34,34,34,34,34,34,34,34,34,35,34,34,34,34,34,120,34,145,144,34,34,34,34,34,34,34,34
35,35,35,35,1,35,35,14,35,35,35,35,35,35,35,35,35,35,35,122,35,35,35,35,35,35,35,35,35,35,35
41,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,151,36,25,36,36,36,36,36,36,36,36,36
37,37,37,37,15,24,67,24,24,37,15,37,37,37,37,37,15,37,37,46,67,24,40,67,37,37,67,37,37,37,37
38,41,40,40,40,41,41,0,41,41,40,41,38,41,38,41,38,38,40,36,31,24,40,38,38,41,31,41,38,40,38
41,38,38,38,38,38,38,38,38,0,38,38,38,41,38,41,38,38,38,140,31,13,40,38,38,38,31,38,38,38,38
117,26,39,40,39,38,38,38,39,38,39,117,38,117,38,39,39,117,39,35,38,117,40,39,39,40,38,39,39,40,39
31,31,40,40,40,31,40,31,31,41,40,31,40,31,40,40,40,31,40,19,31,31,40,40,31,40,31,31,31,40,40
31,31,41,40,40,31,40,31,31,41,41,31,31,31,40,41,41,31,40,136,31,31,40,31,31,40,31,31,40,40,41
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,137,42,42,42,42,42,42,42,42,42,42,42
43,43,43,43,43,43,43,118,118,43,43,43,43,43,43,43,43,43,43,138,72,118,43,118,43,118,72,43,118,43,43
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,139,44,44,44,44,44,44,44,44,44,44,44
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,17,45,45,45,45,45,45,45,45,45,45,45
46,7,46,46,7,7,7,7,7,46,46,46,7,46,46,46,46,46,46,141,46,7,7,46,46,46,46,46,46,7,46
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,142,111,33,47,33,47,47,111,47,47,47,47
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,107,48,25,48,48,48,48,48,25,48,48,48
49,49,49,50,50,49,49,50,50,50,49,50,49,50,50,49,49,49,49,144,50,4,49,50,50,50,50,50,50,50,49
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,14,50,50,50,50,50,50,50,50,50,50,50
51,51,51,51,51,49,51,52,51,51,51,51,51,51,51,51,51,51,51,115,49,49,51,51,51,51,49,51,51,51,51
52,4,49,52,4,34,49,52,71,71,52,52,4,52,4,52,52,52,52,150,71,52,52,4,4,52,71,4,52,52,52
53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,53,53,126,53,53,53,53,53,53,53,53,53,53,53
54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,87,6,137,54,54,54,54,6,54,54,54,54
55,55,110,55,110,55,110,110,110,55,55,110,55,55,110,110,110,55,55,75,110,55,110,110,110,55,110,110,55,55,55
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,76,56,56,56,56,56,56,56,56,56,56,56
57,57,57,57,57,57,57,57,100,57,57,57,57,57,57,57,57,57,57,95,57,57,57,57,57,57,57,57,57,57,57
58,58,58,58,58,103,58,58,58,58,58,58,58,58,58,58,58,58,58,78,58,103,58,58,58,58,58,58,58,58,58
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,130,59,59,59,59,59,59,59,59,59,59,59
60,60,60,60,60,60,60,60,60,60,60,61,60,60,60,60,60,60,60,80,60,60,60,60,60,60,60,60,60,60,60
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,81,61,61,20,61,61,61,61,61,61,61,61
62,68,62,62,68,64,62,27,27,64,62,67,64,108,62,62,62,62,62,80,27,27,27,40,27,62,27,70,62,62,62
63,63,63,63,63,70,62,62,62,62,63,63,63,63,62,63,63,67,63,83,67,47,39,62,62,63,67,63,63,63,63
41,64,64,64,64,64,36,39,64,64,64,64,64,64,64,64,64,64,64,84,62,38,39,40,64,64,62,64,64,64,64
67,68,65,65,63,68,27,62,68,70,71,65,63,71,63,71,71,71,63,85,71,65,27,71,27,63,71,63,63,65,65
66,66,66,66,66,63,3,66,66,66,66,66,66,66,66,66,66,66,66,95,7,63,66,66,66,66,7,66,66,66,66
37,67,67,67,67,27,27,27,27,27,67,67,67,67,67,67,67,67,67,95,27,27,27,67,67,67,27,67,67,67,67
45,68,45,45,45,68,27,45,45,27,45,68,45,62,68,68,68,68,68,88,45,38,27,68,45,45,45,45,68,68,68
69,69,69,69,69,109,69,69,69,69,69,69,69,69,69,69,69,69,69,23,69,2,69,69,27,69,69,69,69,69,69
70,70,70,70,70,37,37,37,37,0,37,37,70,37,70,70,70,70,70,90,67,67,27,70,37,37,67,37,37,70,70
71,71,71,71,71,69,69,69,69,69,71,71,71,71,71,71,71,71,71,91,69,64,69,71,71,71,69,71,71,71,71
72,72,72,72,72,9,9,9,9,9,72,72,72,72,72,72,72,72,72,92,72,44,9,72,72,72,72,72,52,52,72
110,73,73,73,73,73,73,73,73,73,73,99,73,110,73,73,73,55,73,93,99,111,73,73,73,73,99,73,73,73,73
80,76,74,76,74,86,74,74,83,74,148,148,148,148,148,74,87,74,74,94,83,80,87,86,86,74,83,86,80,148,74
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,95,75,82,85,80,148,75,75,75,75,75,75
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,96,76,76,76,76,76,76,76,76,76,76,76
87,87,77,77,87,77,77,87,87,87,77,87,87,77,77,77,77,87,77,97,77,148,77,77,77,77,77,87,77,77,77
131,87,87,78,87,78,87,78,87,78,87,87,87,87,87,87,87,87,87,98,77,87,87,87,87,78,77,87,87,87,78
79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,95,148,79,79,79,79,79,148,79,79,79,79
80,80,96,96,80,86,80,80,80,80,80,96,96,80,96,80,96,96,96,131,83,80,80,96,80,80,83,80,80,80,80
81,81,81,81,81,81,81,81,91,81,81,80,81,81,81,81,81,81,81,78,81,134,81,81,81,81,81,81,81,81,81
82,82,82,82,82,82,82,82,82,82,82,82,82,82,135,82,82,82,82,133,96,82,82,82,82,82,96,82,82,82,82
83,83,148,148,83,148,83,148,83,83,148,83,148,148,148,83,83,83,83,92,148,148,83,83,83,148,148,83,83,83,83
131,85,84,84,84,84,85,84,84,84,84,84,84,85,84,84,84,84,84,135,84,84,84,84,84,84,84,84,84,84,84
85,85,85,84,85,131,85,85,88,85,85,84,85,85,85,85,85,85,85,130,85,85,85,84,84,85,85,85,84,85,85
87,87,87,87,87,80,87,87,87,87,87,86,86,87,87,87,87,87,87,148,87,87,87,87,87,87,87,87,87,87,86
131,131,87,131,131,131,87,87,95,131,131,131,131,95,131,87,87,131,131,64,87,130,87,131,95,131,87,87,132,131,87
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,45,88,88,88,88,88,88,88,88,88,88,88
89,89,89,89,89,89,89,89,133,89,89,89,89,89,89,89,89,89,89,37,89,89,89,89,89,89,89,89,89,89,89
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,21,90,90,90,90,90,90,90,90,90,90,90
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,4,91,132,91,91,91,91,91,91,91,91,91
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,5,92,92,92,92,92,92,92,92,92,92,92
93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,6,93,93,93,93,93,93,93,93,93,93,93
89,89,89,89,89,89,89,89,94,89,94,89,89,94,89,94,89,89,94,103,89,133,133,89,89,94,89,89,89,94,94
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,8,95,95,95,95,95,95,95,95,95,95,95
96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,9,96,96,80,96,96,96,96,96,96,96,96
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,9,97,97,97,97,97,97,97,97,97,97,97
98,98,98,98,98,98,90,98,98,98,98,98,98,98,98,98,98,98,98,11,98,83,98,98,98,98,98,98,98,98,98
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,77,130,12,77,130,130,130,130,130,77,130,130,130,130
64,64,64,64,64,15,0,15,0,0,64,64,64,64,64,64,64,64,64,14,0,15,16,64,64,64,0,64,64,64,0
1,1,1,1,1,1,44,1,1,9,1,1,1,1,1,1,1,1,1,14,1,44,14,1,1,1,1,1,1,1,1
37,37,37,37,37,2,39,0,0,2,37,37,37,118,37,37,37,37,37,16,37,40,2,37,37,37,37,2,37,37,2
3,63,63,63,63,3,64,116,116,38,63,3,63,63,63,63,63,63,3,16,36,36,38,63,63,63,36,63,63,63,3
4,4,4,4,4,52,52,4,52,4,49,4,4,49,4,4,4,4,4,5,4,4,52,4,4,4,4,4,4,4,4
17,5,5,17,17,17,17,19,19,5,17,5,17,5,5,5,17,17,17,18,129,149,17,17,17,5,129,17,17,5,5
6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,19,6,6,6,6,6,6,6,6,6,6,6
7,7,7,7,7,7,7,3,3,7,7,7,7,7,7,7,7,7,7,17,50,7,7,7,7,7,50,7,7,7,7
8,8,8,8,8,32,32,32,57,32,8,8,8,8,8,8,8,57,8,21,57,57,32,8,8,8,57,8,8,8,8
9,9,9,9,9,9,9,10,109,9,9,99,9,1,9,9,9,9,9,22,100,48,9,10,9,9,100,9,9,9,9
33,10,10,10,10,10,10,10,10,9,10,10,10,10,9,10,10,10,9,23,10,33,10,10,10,9,10,10,10,10,10
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,24,11,11,11,11,11,11,11,11,11,11,11
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,25,12,11,12,12,12,12,12,12,12,12,12
13,13,13,13,13,14,144,34,15,13,13,13,13,13,13,13,13,13,13,26,16,35,13,13,13,13,16,13,13,13,13
5,14,14,5,14,5,3,36,17,17,14,5,5,5,5,5,5,5,14,27,36,38,17,14,64,5,36,5,5,5,14
15,16,16,15,15,16,14,67,70,37,16,16,15,62,15,16,15,15,15,8,70,14,16,15,15,15,70,15,15,15,15
16,16,16,16,16,14,35,16,3,16,16,16,16,16,16,16,16,14,16,49,67,14,16,16,16,16,67,16,16,16,16
38,17,26,38,39,26,26,39,39,26,38,39,38,38,38,41,38,38,39,30,149,39,26,38,39,38,149,26,38,38,17
33,33,18,18,33,33,33,33,33,18,47,33,33,33,33,18,18,33,18,31,18,18,33,33,33,33,18,18,18,18,18
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,32,19,19,19,19,19,19,19,19,19,19,19
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,33,20,20,20,20,20,20,20,20,20,20,20
21,21,3,3,21,21,21,45,21,21,21,21,21,21,21,21,21,21,21,24,21,21,21,21,21,21,21,3,21,21,21
22,22,22,22,22,3,66,22,22,5,22,22,22,22,22,22,22,22,22,16,20,66,22,22,22,22,20,22,22,22,22
23,23,23,23,23,46,3,22,22,22,23,23,23,23,23,23,23,23,23,36,22,61,22,23,23,23,22,23,23,23,23
34,34,125,125,24,34,27,27,27,27,125,125,125,35,34,34,24,34,34,37,34,34,27,125,125,34,34,45,24,24,24
28,25,28,28,8,25,25,32,48,25,25,25,25,8,25,28,25,48,48,38,48,36,32,8,48,28,48,25,28,8,25
30,26,26,26,26,26,26,10,30,26,26,30,26,30,26,26,26,30,26,39,30,56,26,26,26,26,30,26,26,26,26
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,31,27,27,27,27,27,27,27,27,27,27,27
48,48,28,28,48,48,48,28,28,28,28,48,48,8,48,48,48,28,28,38,28,118,28,48,28,28,28,48,8,8,28
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,42,29,29,29,29,29,29,29,29,29,29,29
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,43,30,30,30,30,30,30,30,30,30,30,30
39,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,37,31,44,31,31,31,31,31,31,31,31,31,31,31
10,32,32,32,32,32,32,32,36,32,32,10,32,25,32,32,32,10,32,45,32,36,32,32,32,32,32,32,32,32,32
33,33,33,33,33,57,57,36,41,57,33,36,33,47,33,33,33,36,33,46,24,45,57,33,33,33,24,33,33,57,33
13,13,13,13,13,34,13,15,34,13,13,13,13,13,13,13,13,13,13,47,13,13,13,13,13,13,13,13,13,13,34
35,35,35,14,13,16,35,14,35,16,34,35,35,14,14,35,35,14,35,28,35,35,16,13,35,35,35,14,35,35,35
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,50,36,36,36,36,36,36,36,36,36,36,36
37,37,37,37,37,31,37,37,37,37,37,37,37,47,37,37,37,37,37,50,37,70,37,37,37,37,37,37,37,37,37
38,38,38,38,38,38,36,39,27,68,38,38,38,38,38,38,38,38,38,3,27,39,36,38,38,38,27,39,38,39,38
39,39,39,39,39,39,38,39,19,39,39,39,39,41,39,39,39,39,39,52,67,40,36,39,39,39,67,38,39,39,39
43,40,40,40,40,2,37,72,37,37,40,40,40,43,40,40,40,40,41,122,37,64,118,40,40,40,37,43,40,40,40
40,40,41,40,40,40,41,27,40,41,40,40,40,40,40,40,40,40,41,54,27,27,40,40,40,38,27,41,24,40,41
42,42,42,42,42,42,14,42,42,42,42,42,42,42,42,42,42,42,42,55,58,42,42,42,42,42,58,42,42,42,42
5,72,5,5,5,43,43,72,9,43,17,17,5,72,72,5,17,17,17,56,72,19,72,5,5,5,72,17,17,17,43
44,44,44,44,44,44,44,44,44,44,44,44,44,35,44,44,44,44,44,57,44,44,44,44,44,44,44,44,44,44,44
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,36,58,45,55,45,38,45,45,45,45,45,45,45
46,46,46,46,46,46,46,46,46,6,46,46,46,46,46,46,46,46,46,59,46,46,46,46,46,46,46,46,46,46,46
47,47,47,47,47,47,47,33,8,47,47,47,47,47,47,47,47,47,47,61,47,47,47,8,47,47,47,47,47,47,47
48,48,48,8,48,48,8,8,33,32,25,48,48,8,8,48,48,48,48,61,48,8,48,8,8,8,48,48,8,8,48
49,49,49,49,49,3,49,29,49,29,49,49,50,50,49,49,49,49,49,62,151,3,4,50,50,50,151,50,50,50,49
29,121,50,50,50,63,63,67,68,63,50,49,50,50,50,50,50,50,49,63,151,63,3,50,50,50,151,50,50,50,50
4,50,52,50,52,34,29,71,52,34,50,50,52,50,50,49,49,49,50,64,71,71,3,50,50,50,71,50,50,50,51
52,52,52,52,52,52,52,52,52,4,52,52,52,52,52,52,52,52,52,62,52,52,54,49,52,52,52,52,52,52,52
151,53,51,151,53,53,53,51,51,136,53,53,53,151,51,53,53,53,53,66,53,53,151,53,53,53,53,52,53,53,53
54,49,54,54,54,54,53,54,49,49,54,54,54,49,54,54,54,54,54,67,54,49,49,49,49,54,54,49,54,54,54
55,55,55,55,55,55,55,18,14,55,55,55,55,57,55,55,55,18,55,68,18,55,55,55,55,55,18,55,55,55,55
25,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,69,57,56,56,56,56,56,57,56,56,56,56
3,57,57,57,57,57,57,32,57,57,57,56,57,32,57,57,57,56,57,70,57,55,57,57,57,57,57,57,57,57,57
58,58,58,103,58,58,58,58,58,58,58,58,58,103,103,103,58,58,58,63,103,19,58,103,103,58,103,103,58,58,58
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,72,59,59,59,59,59,59,59,59,59,59,59
60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,73,60,60,60,60,60,60,60,60,60,60,60
61,61,61,61,61,60,61,61,61,61,61,61,61,60,61,61,61,61,61,73,61,61,61,61,61,61,61,61,61,61,61
62,62,62,62,62,62,36,62,62,36,62,62,62,62,62,62,62,62,62,100,62,36,36,62,62,62,62,62,62,62,62
63,63,63,63,63,18,8,48,48,48,63,63,63,63,63,63,63,63,63,101,48,47,48,63,63,63,48,63,63,63,63
25,64,64,64,64,64,64,45,45,30,64,25,64,25,64,64,64,64,64,102,45,30,30,64,64,64,45,64,64,64,64
71,71,71,71,71,65,65,70,65,65,65,65,71,71,71,65,71,65,71,103,65,65,65,65,65,71,65,65,65,65,65
66,66,66,66,7,66,66,59,22,59,66,66,66,66,66,66,66,66,66,104,61,61,59,66,61,66,61,66,60,7,66
67,67,67,62,67,27,65,67,70,27,67,67,62,67,67,67,65,67,67,105,69,67,27,67,67,67,69,67,67,67,67
68,68,68,62,68,27,27,27,36,27,45,68,45,62,68,68,45,62,27,143,27,27,27,45,45,68,27,68,68,68,68
69,68,69,72,69,108,108,69,69,108,68,108,43,108,72,69,72,108,69,107,108,69,108,69,69,68,108,43,69,72,69
70,70,70,70,70,70,70,70,70,37,70,70,70,70,70,70,70,70,70,47,70,1,2,70,70,70,70,70,70,70,70
71,71,29,71,71,71,71,29,71,29,29,29,29,50,71,71,71,71,29,109,71,71,71,29,29,29,71,29,29,71,71
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,110,72,72,72,72,72,72,72,72,72,72,72
99,73,110,55,73,55,55,99,110,110,110,99,110,99,110,55,55,99,73,111,99,55,55,55,99,99,99,73,73,55,73
21,99,99,99,99,99,99,10,99,99,99,99,99,32,99,99,99,99,99,112,99,47,99,99,99,99,99,99,99,99,99
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,113,100,100,100,100,100,100,100,100,100,100,100
101,101,101,101,101,101,101,102,101,101,101,101,101,101,101,101,101,101,101,114,102,101,118,101,101,101,102,101,101,101,101
102,102,102,102,102,102,102,102,9,102,102,102,102,102,102,102,102,102,102,115,9,72,102,102,102,102,9,102,102,102,102
103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,116,103,129,103,103,103,103,103,103,103,103,103
108,104,104,104,104,104,104,108,104,104,104,104,104,108,104,104,104,104,104,117,104,104,104,104,104,104,104,104,104,104,104
105,105,105,105,105,105,105,19,19,105,105,105,105,19,105,105,105,105,105,19,19,19,105,105,105,105,19,105,105,105,105
106,106,106,106,106,106,106,106,107,106,106,106,106,106,106,106,106,106,106,119,106,106,106,106,106,106,106,106,106,106,106
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,120,107,107,107,107,107,107,107,107,107,107,107
108,108,108,108,108,108,108,108,103,108,108,108,108,108,108,108,108,108,108,121,108,108,108,108,108,108,108,108,108,108,108
102,109,109,109,109,109,109,8,102,72,109,102,109,109,109,109,109,109,109,123,99,8,103,103,109,109,99,109,109,109,109
45,55,55,55,55,102,55,109,25,55,55,47,110,103,110,55,110,56,55,123,25,25,55,55,55,110,25,55,55,110,110
111,111,111,111,111,25,111,99,99,47,111,27,111,39,111,111,111,111,111,53,99,45,25,111,111,111,99,111,111,111,111
112,112,112,112,112,112,112,112,108,112,112,112,112,112,112,112,112,112,112,36,112,112,112,112,112,112,112,112,112,112,112
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,126,113,114,113,113,113,113,113,113,113,113,113
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,127,106,114,114,114,114,114,106,114,114,114,114
64,26,26,26,26,26,26,108,108,26,26,64,26,25,26,26,26,64,26,129,25,108,26,26,26,26,25,26,26,26,115
64,26,26,26,26,26,26,10,5,26,26,32,26,103,26,26,26,25,26,126,99,116,113,26,26,26,99,26,26,26,116
43,117,117,117,117,43,41,40,68,43,117,43,117,72,117,117,117,39,117,137,115,116,40,117,117,117,115,117,117,117,117
19,118,43,118,118,118,118,118,118,118,118,38,118,72,118,118,118,38,118,121,72,117,118,118,40,118,72,41,118,118,118
112,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,139,119,112,119,119,119,119,119,119,119,119,119
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,140,120,120,120,120,120,120,120,120,120,120,120
121,121,49,121,50,50,49,50,50,63,121,50,121,50,121,49,121,49,49,141,49,63,65,50,50,121,49,121,49,49,121
124,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,124,122,142,122,122,122,123,122,122,122,122,122,122,122
53,124,123,124,128,124,124,127,46,127,123,124,124,124,127,123,123,124,127,143,127,127,127,123,124,124,127,123,128,127,123
124,122,124,122,124,124,124,122,124,124,124,124,124,122,124,124,124,124,124,13,124,124,124,123,122,122,124,122,124,122,124
36,125,125,125,125,125,125,117,21,125,47,36,125,36,47,47,125,36,47,14,117,117,27,125,125,125,117,125,125,47,125
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,149,126,126,126,126,126,126,126,126,126,126,126
32,127,127,127,127,127,127,1,1,127,127,32,127,8,127,127,127,127,127,28,25,70,127,127,127,127,25,6,127,127,127
5,72,38,38,129,129,72,9,129,19,5,36,38,38,72,38,72,36,38,137,129,149,9,38,38,38,129,5,38,38,129
136,136,136,136,136,138,136,136,136,136,136,136,136,136,136,136,136,136,136,0,136,136,136,136,136,136,136,136,136,136,136
137,137,137,151,137,137,137,137,137,151,137,137,137,136,151,151,151,151,151,1,137,137,151,151,151,151,137,151,137,151,137
138,138,138,138,138,138,42,42,68,42,138,138,138,138,138,138,138,138,138,2,70,42,42,138,138,138,70,138,138,138,138
43,43,14,129,103,43,109,109,102,42,43,17,129,113,43,1,129,43,140,3,18,108,47,1,118,113,18,113,139,126,139
